0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
2820	1.54973	1.53538	1.34973	1.30301	1.38388	1.42992	1.4944	1.53893	1.56079	1.57527	1.57514	1.5862	1.56175	1.56243	1.53087	1.56066	1.56175	1.54822	1.54276	1.47404	1.54044	1.53593	1.51967	1.54208	1.55287	1.55984	1.54836	1.5888	1.58593
2880	1.55246	1.52883	1.32541	1.30178	1.39331	1.43593	1.5276	1.5444	1.56271	1.58579	1.57568	1.56544	1.56749	1.56421	1.54631	1.56298	1.55628	1.54495	1.53934	1.49167	1.54003	1.52418	1.52309	1.54331	1.55478	1.55738	1.52432	1.5888	1.58661
2940	1.55902	1.53238	1.3112	1.3015	1.41271	1.45465	1.54262	1.55232	1.5668	1.58798	1.56653	1.55492	1.57145	1.56339	1.55178	1.5638	1.55314	1.53771	1.53934	1.50533	1.53661	1.503	1.52596	1.5444	1.55342	1.54317	1.48934	1.58607	1.58306
3000	1.55751	1.48975	1.30697	1.30492	1.45546	1.49877	1.5474	1.55628	1.56653	1.58361	1.55355	1.53866	1.57596	1.56721	1.55642	1.54877	1.55383	1.53566	1.52951	1.52855	1.53784	1.50341	1.5306	1.5474	1.54577	1.52964	1.43538	1.55082	1.56298
3060	1.56025	1.42527	1.3026	1.34713	1.50615	1.53374	1.55546	1.56393	1.5791	1.56598	1.53675	1.52609	1.56885	1.56721	1.56175	1.53675	1.53074	1.53456	1.52705	1.53511	1.54276	1.5026	1.54126	1.54399	1.54139	1.51653	1.43402	1.33429	1.41844
3120	1.56284	1.34098	1.30014	1.41503	1.5403	1.55123	1.56257	1.57159	1.58006	1.4832	1.51107	1.50779	1.56503	1.5668	1.56421	1.53347	1.51913	1.53238	1.52117	1.54399	1.54836	1.50451	1.54508	1.54098	1.52978	1.50465	1.45328	1.31421	1.32828
3180	1.55697	1.31093	1.3015	1.51134	1.55656	1.56202	1.56243	1.57992	1.57896	1.35929	1.39139	1.48716	1.56626	1.56694	1.55929	1.53046	1.50997	1.52869	1.51899	1.54877	1.55396	1.50943	1.55082	1.53771	1.49945	1.50833	1.47309	1.31189	1.31967
3240	1.55574	1.30601	1.33265	1.55068	1.55997	1.56366	1.55984	1.57855	1.57814	1.31175	1.33743	1.4474	1.56503	1.56161	1.55396	1.53101	1.50806	1.51872	1.52063	1.55396	1.55806	1.52404	1.54727	1.5332	1.48279	1.52322	1.50178	1.3179	1.32077
3300	1.55178	1.31749	1.39235	1.56093	1.56448	1.56667	1.55874	1.57336	1.55724	1.30014	1.3224	1.39659	1.57035	1.55191	1.49249	1.51926	1.50601	1.50642	1.52609	1.55833	1.55396	1.52937	1.54344	1.53361	1.48019	1.53388	1.52937	1.3582	1.32473
3360	1.52363	1.35027	1.51612	1.56066	1.56243	1.56475	1.55068	1.56038	1.35451	1.30451	1.30314	1.3444	1.4929	1.52049	1.43443	1.51831	1.50465	1.50806	1.5306	1.55792	1.55601	1.53033	1.53429	1.525	1.48456	1.54167	1.55779	1.44577	1.34372
3420	1.41407	1.40587	1.54672	1.56721	1.56216	1.56516	1.54809	1.55027	1.3097	1.30492	1.30369	1.31667	1.31093	1.39781	1.42309	1.52391	1.49126	1.49836	1.5418	1.55997	1.55533	1.52787	1.52992	1.52076	1.50219	1.54385	1.56052	1.50615	1.40505
3480	1.34372	1.48566	1.55546	1.5679	1.56639	1.57008	1.55014	1.52008	1.30109	1.30437	1.30546	1.3112	1.30328	1.31134	1.43169	1.52445	1.49358	1.49549	1.54508	1.55874	1.54221	1.52732	1.53115	1.52117	1.5071	1.54262	1.56749	1.53497	1.51516
3540	1.34167	1.52637	1.5597	1.56667	1.57418	1.56803	1.52131	1.39167	1.30355	1.30642	1.30533	1.31257	1.30219	1.30902	1.47541	1.51544	1.49358	1.51353	1.55519	1.55751	1.5209	1.5168	1.53566	1.50287	1.50587	1.5444	1.56803	1.54194	1.55219
